L,K,P,G,Z,S,E,X,R,I,V,A,W,F,Y,M,C,T,N,U,D,H,Q,ID,Label,IsDNA,IsRNA
38,17,21,37,0,26,18,0,13,13,24,51,3,13,21,12,1,22,12,0,12,9,19,6184,nonDRNA,NotDNA,NotRNA
147,43,37,239,0,98,84,0,96,69,134,226,15,42,41,22,0,79,68,0,160,34,72,6185,nonDRNA,NotDNA,NotRNA
51,17,20,52,0,23,29,0,22,27,44,58,4,9,5,9,9,19,8,0,15,15,23,6186,nonDRNA,NotDNA,NotRNA
29,31,20,32,0,18,23,0,13,25,24,63,2,14,11,10,0,23,9,0,21,4,11,6187,nonDRNA,NotDNA,NotRNA
48,17,21,35,0,24,19,0,28,10,40,34,3,10,9,15,10,22,11,0,19,11,17,6188,nonDRNA,NotDNA,NotRNA
19,31,16,39,0,21,33,0,20,24,35,31,8,34,8,11,2,22,17,0,23,8,11,6189,nonDRNA,NotDNA,NotRNA
52,49,36,35,0,49,31,0,28,24,29,29,15,28,25,15,13,17,19,0,33,13,16,6190,nonDRNA,NotDNA,NotRNA
59,14,25,33,0,20,34,0,39,25,27,48,7,14,5,11,2,26,13,0,26,16,25,6191,nonDRNA,NotDNA,NotRNA
46,8,31,30,0,19,12,0,30,9,37,76,3,5,9,9,0,14,8,0,21,1,19,6192,nonDRNA,NotDNA,NotRNA
12,4,3,3,0,4,4,0,10,3,2,3,1,1,4,1,6,3,2,0,3,0,3,6193,nonDRNA,NotDNA,NotRNA
37,17,18,29,0,35,31,0,34,29,46,31,3,12,10,11,1,24,12,0,28,13,14,6194,nonDRNA,NotDNA,NotRNA
35,4,16,31,0,15,20,0,33,7,34,53,3,11,6,12,1,17,3,0,28,10,6,6195,nonDRNA,NotDNA,NotRNA
73,47,61,67,0,21,61,0,53,33,50,66,19,29,34,14,8,33,18,0,32,24,22,6196,nonDRNA,NotDNA,NotRNA
72,43,56,61,0,61,67,0,49,44,49,58,10,42,30,28,13,29,41,0,55,24,31,6197,nonDRNA,NotDNA,NotRNA
30,19,20,31,0,21,10,0,11,11,35,42,1,12,9,8,3,19,13,0,16,5,14,6198,nonDRNA,NotDNA,NotRNA
34,13,27,30,0,14,25,0,17,14,30,33,9,24,7,6,4,10,9,0,11,7,13,6199,nonDRNA,NotDNA,NotRNA
79,17,30,51,0,29,40,0,48,24,36,75,5,37,21,9,8,20,21,0,46,14,25,6200,nonDRNA,NotDNA,NotRNA
33,12,16,30,0,15,25,0,22,14,23,28,10,13,6,7,2,15,5,0,16,8,9,6201,nonDRNA,NotDNA,NotRNA
25,17,9,15,0,15,19,0,14,15,10,14,3,16,6,9,5,14,10,0,19,6,15,6202,nonDRNA,NotDNA,NotRNA
37,22,20,27,0,20,23,0,20,16,37,51,1,6,9,4,1,23,16,0,16,1,33,6203,nonDRNA,NotDNA,NotRNA
11,2,5,9,0,3,7,0,10,3,9,13,4,4,2,2,4,9,0,0,7,4,5,6204,nonDRNA,NotDNA,NotRNA
21,21,14,14,0,20,17,0,10,13,9,20,8,7,6,7,2,17,18,0,19,7,9,6205,nonDRNA,NotDNA,NotRNA
19,5,12,18,0,14,9,0,15,11,16,23,4,7,7,3,1,13,5,0,14,7,8,6206,nonDRNA,NotDNA,NotRNA
28,11,19,13,0,20,11,0,4,12,12,10,3,5,4,4,8,10,3,0,9,3,4,6207,nonDRNA,NotDNA,NotRNA
17,12,14,14,0,16,7,0,1,21,19,20,0,5,4,3,9,23,19,0,14,1,9,6208,nonDRNA,NotDNA,NotRNA
17,4,11,8,0,20,10,0,10,10,6,6,4,5,5,8,0,9,2,0,13,7,8,6209,nonDRNA,NotDNA,NotRNA
35,21,27,27,0,25,16,0,12,8,22,37,3,18,7,5,4,16,13,0,20,8,22,6210,nonDRNA,NotDNA,NotRNA
90,32,53,54,0,39,50,0,38,36,53,60,15,22,23,6,11,60,25,0,39,21,48,6211,nonDRNA,NotDNA,NotRNA
77,55,24,42,0,42,65,0,35,49,45,36,7,28,28,22,11,45,30,0,34,26,28,6212,nonDRNA,NotDNA,NotRNA
80,54,22,43,0,44,65,0,37,36,53,40,7,26,29,22,11,41,29,0,34,27,29,6213,nonDRNA,NotDNA,NotRNA
36,38,17,58,0,28,31,0,17,38,45,48,3,16,11,11,10,30,21,0,22,14,15,6214,nonDRNA,NotDNA,NotRNA
16,6,10,9,0,10,11,0,12,7,13,19,6,6,5,4,4,14,7,0,10,5,8,6215,nonDRNA,NotDNA,NotRNA
48,27,22,66,0,20,44,0,38,23,41,61,7,20,17,21,10,36,23,0,35,21,22,6216,nonDRNA,NotDNA,NotRNA
57,54,35,45,0,44,57,0,33,57,55,24,11,38,45,14,2,28,22,0,43,11,18,6217,nonDRNA,NotDNA,NotRNA
80,103,28,63,0,95,75,0,34,58,62,62,17,36,49,25,1,74,58,0,76,16,54,6218,nonDRNA,NotDNA,NotRNA
36,8,22,38,0,15,15,0,17,18,35,56,1,6,4,17,7,14,13,0,15,8,11,6219,nonDRNA,NotDNA,NotRNA
48,46,43,62,0,37,42,0,27,39,49,90,10,23,23,23,13,35,32,0,33,24,19,6220,nonDRNA,NotDNA,NotRNA
26,11,10,16,0,11,25,0,20,19,10,11,1,9,6,7,2,15,12,0,16,6,5,6221,nonDRNA,NotDNA,NotRNA
64,14,31,29,0,33,24,0,39,19,34,59,0,19,16,12,11,28,14,0,41,11,22,6222,nonDRNA,NotDNA,NotRNA
23,21,21,30,0,23,17,0,19,24,18,43,6,13,13,10,14,21,11,0,19,9,12,6223,nonDRNA,NotDNA,NotRNA
66,48,41,98,0,93,43,0,37,51,63,50,15,50,56,30,2,67,87,0,50,3,34,6224,nonDRNA,NotDNA,NotRNA
39,6,12,13,0,15,14,0,20,15,13,14,4,12,2,4,4,10,8,0,14,6,22,6225,nonDRNA,NotDNA,NotRNA
28,21,22,25,0,20,20,0,13,31,26,19,2,13,11,5,2,12,19,0,12,2,17,6226,nonDRNA,NotDNA,NotRNA
36,9,20,33,0,28,18,0,34,23,28,46,4,16,5,8,3,29,5,0,21,8,10,6227,nonDRNA,NotDNA,NotRNA
56,16,29,22,0,37,39,0,26,4,28,27,4,18,11,9,18,20,15,0,15,4,13,6228,nonDRNA,NotDNA,NotRNA
18,1,10,11,0,11,15,0,15,11,13,17,8,7,3,5,2,8,3,0,11,7,14,6229,nonDRNA,NotDNA,NotRNA
42,5,23,30,0,18,26,0,34,15,39,40,6,10,4,10,5,27,10,0,34,14,4,6230,nonDRNA,NotDNA,NotRNA
4,6,3,6,0,2,6,0,4,5,7,7,1,4,4,1,2,4,2,0,8,1,8,6231,nonDRNA,NotDNA,NotRNA
87,59,24,35,0,54,70,0,36,61,33,22,10,28,31,25,11,36,42,0,44,17,19,6232,nonDRNA,NotDNA,NotRNA
35,21,7,18,0,19,29,0,6,19,16,17,7,17,19,6,0,22,23,0,23,5,10,6233,nonDRNA,NotDNA,NotRNA
22,9,12,29,0,4,15,0,20,21,21,41,6,5,3,7,10,8,8,0,20,7,6,6234,nonDRNA,NotDNA,NotRNA
21,4,10,11,0,13,12,0,5,5,15,15,2,4,2,6,5,10,7,0,7,2,5,6235,nonDRNA,NotDNA,NotRNA
23,26,8,14,0,15,15,0,10,25,25,13,1,14,7,11,5,13,15,0,22,6,14,6236,nonDRNA,NotDNA,NotRNA
34,20,20,46,0,19,23,0,17,29,25,35,16,18,15,11,3,18,20,0,36,16,13,6237,nonDRNA,NotDNA,NotRNA
69,85,46,69,0,68,81,0,34,74,87,67,26,45,44,20,1,68,54,0,73,12,36,6238,nonDRNA,NotDNA,NotRNA
8,3,4,1,0,12,4,0,3,3,6,11,1,5,3,2,6,7,2,0,4,0,7,6239,nonDRNA,NotDNA,NotRNA
16,7,12,19,0,8,10,0,7,15,17,36,3,6,5,3,4,10,3,0,9,2,13,6240,nonDRNA,NotDNA,NotRNA
83,17,50,65,0,63,41,0,44,29,55,66,10,31,28,5,4,40,24,0,41,14,30,6241,nonDRNA,NotDNA,NotRNA
34,14,5,20,0,16,11,0,7,14,35,19,13,13,13,11,2,12,7,0,3,6,8,6242,nonDRNA,NotDNA,NotRNA
40,13,17,24,0,22,20,0,21,14,21,34,3,9,18,6,2,22,13,0,18,11,18,6243,nonDRNA,NotDNA,NotRNA
112,104,52,57,0,73,95,0,57,66,65,50,15,44,45,34,32,54,59,0,65,34,41,6244,nonDRNA,NotDNA,NotRNA
26,22,20,16,0,13,16,0,13,18,23,27,9,11,11,8,7,16,15,0,22,9,11,6245,nonDRNA,NotDNA,NotRNA
29,14,19,40,0,14,19,0,22,14,39,45,3,7,12,5,4,17,9,0,11,3,5,6246,nonDRNA,NotDNA,NotRNA
33,17,17,18,0,16,21,0,16,16,25,21,1,9,4,3,4,7,9,0,13,7,17,6247,nonDRNA,NotDNA,NotRNA
54,19,26,20,0,30,30,0,18,14,17,16,7,19,19,11,6,24,10,0,16,13,17,6248,nonDRNA,NotDNA,NotRNA
5,8,3,3,0,4,5,0,1,8,2,4,1,0,2,1,4,2,3,0,2,1,0,6249,nonDRNA,NotDNA,NotRNA
41,35,19,23,0,27,41,0,21,20,25,29,4,17,20,14,17,13,15,0,21,16,15,6250,nonDRNA,NotDNA,NotRNA
51,6,21,36,0,28,26,0,33,20,26,49,3,18,9,3,8,17,21,0,26,16,12,6251,nonDRNA,NotDNA,NotRNA
29,23,13,24,0,19,19,0,5,23,34,51,0,5,8,4,0,21,10,0,13,3,17,6252,nonDRNA,NotDNA,NotRNA
30,16,12,15,0,30,17,0,19,30,20,20,3,10,3,4,3,10,8,0,23,7,12,6253,nonDRNA,NotDNA,NotRNA
29,11,13,23,0,21,15,0,14,12,16,19,9,9,23,6,0,19,21,0,14,5,10,6254,nonDRNA,NotDNA,NotRNA
98,96,64,110,0,101,65,0,35,53,89,120,34,36,75,24,5,104,83,0,89,27,44,6255,nonDRNA,NotDNA,NotRNA
37,6,26,38,0,16,21,0,25,18,37,37,6,9,7,6,5,12,8,0,14,9,6,6256,nonDRNA,NotDNA,NotRNA
16,3,9,11,0,2,9,0,10,5,11,17,1,4,1,4,2,8,1,0,5,4,9,6257,nonDRNA,NotDNA,NotRNA
35,2,29,23,0,17,19,0,31,4,16,31,3,10,4,2,21,19,6,0,6,8,14,6258,nonDRNA,NotDNA,NotRNA
32,10,15,48,0,47,12,0,9,26,32,43,9,10,21,9,10,48,22,0,25,7,5,6259,nonDRNA,NotDNA,NotRNA
30,20,13,21,0,24,18,0,15,23,26,16,3,10,10,9,2,16,15,0,19,5,14,6260,nonDRNA,NotDNA,NotRNA
61,19,56,49,0,38,32,0,40,9,31,53,13,16,19,5,40,35,13,0,22,27,37,6261,nonDRNA,NotDNA,NotRNA
36,36,40,43,0,33,36,0,22,22,34,39,16,19,25,11,13,41,26,0,37,10,15,6262,nonDRNA,NotDNA,NotRNA
10,8,14,7,0,14,6,0,8,6,9,16,0,1,2,5,6,7,5,0,3,1,6,6263,nonDRNA,NotDNA,NotRNA
31,10,14,19,0,20,16,0,15,14,20,17,5,10,19,7,2,21,19,0,13,18,18,6264,nonDRNA,NotDNA,NotRNA
9,17,5,12,0,7,6,0,6,5,8,7,3,4,9,4,14,7,3,0,10,1,1,6265,nonDRNA,NotDNA,NotRNA
9,10,5,13,0,6,7,0,10,6,6,8,4,6,11,3,14,7,3,0,6,2,2,6266,nonDRNA,NotDNA,NotRNA
7,4,5,14,0,9,10,0,5,6,7,9,2,4,10,4,14,7,2,0,11,1,7,6267,nonDRNA,NotDNA,NotRNA
134,51,93,122,0,99,91,0,81,45,84,70,15,35,41,34,60,69,58,0,63,46,51,6268,nonDRNA,NotDNA,NotRNA
27,30,26,51,0,50,36,0,27,12,44,43,4,23,19,12,38,39,15,0,47,16,21,6269,nonDRNA,NotDNA,NotRNA
35,22,6,19,0,16,37,0,8,20,23,21,5,19,14,10,0,16,17,0,15,6,13,6270,nonDRNA,NotDNA,NotRNA
43,8,25,38,0,15,23,0,25,18,37,35,1,10,9,4,5,5,12,0,13,9,12,6271,nonDRNA,NotDNA,NotRNA
16,24,4,13,0,16,11,0,4,6,19,16,2,10,15,2,4,15,12,0,19,3,6,6272,nonDRNA,NotDNA,NotRNA
19,8,13,12,0,9,19,0,18,10,5,24,2,7,10,7,9,14,7,0,9,3,5,6273,nonDRNA,NotDNA,NotRNA
33,15,16,33,0,36,14,0,9,22,29,19,4,20,22,9,7,24,15,0,22,6,26,6274,nonDRNA,NotDNA,NotRNA
86,66,19,57,0,46,63,0,42,73,46,40,5,45,30,16,18,42,46,0,56,14,36,6275,nonDRNA,NotDNA,NotRNA
16,14,7,12,0,11,10,0,16,3,6,11,1,7,5,6,0,6,4,0,6,2,5,6276,nonDRNA,NotDNA,NotRNA
31,15,12,19,0,15,17,0,21,18,22,28,2,19,7,9,5,18,13,0,25,7,8,6277,nonDRNA,NotDNA,NotRNA
33,26,7,26,0,12,25,0,8,22,16,25,1,15,13,8,2,15,14,0,14,4,7,6278,nonDRNA,NotDNA,NotRNA
7,1,3,2,0,2,1,0,2,3,3,4,1,6,1,1,0,2,1,0,2,0,0,6279,nonDRNA,NotDNA,NotRNA
20,25,12,26,0,11,29,0,10,23,25,14,2,14,18,10,0,8,4,0,17,6,6,6280,nonDRNA,NotDNA,NotRNA
199,177,89,236,0,154,81,0,64,118,168,236,42,98,155,52,2,246,226,0,264,52,176,6281,nonDRNA,NotDNA,NotRNA
16,2,6,16,0,5,8,0,12,0,14,22,0,6,3,3,1,7,4,0,7,4,0,6282,nonDRNA,NotDNA,NotRNA
111,19,56,56,0,14,64,0,59,14,51,93,11,18,14,6,1,16,10,0,25,18,10,6283,nonDRNA,NotDNA,NotRNA
51,56,28,41,0,47,40,0,34,28,26,33,11,17,20,10,23,35,20,0,31,17,25,6284,nonDRNA,NotDNA,NotRNA
27,21,11,22,0,9,27,0,8,27,18,11,1,11,9,9,0,11,14,0,11,6,4,6285,nonDRNA,NotDNA,NotRNA
13,2,6,14,0,7,10,0,8,8,8,12,5,8,4,6,2,11,8,0,10,6,2,6286,nonDRNA,NotDNA,NotRNA
32,19,20,37,0,21,37,0,21,27,34,36,4,20,19,10,12,30,16,0,27,13,16,6287,nonDRNA,NotDNA,NotRNA
32,19,20,36,0,22,37,0,21,27,34,36,4,20,19,10,12,30,16,0,27,13,16,6288,nonDRNA,NotDNA,NotRNA
31,19,20,37,0,22,38,0,21,26,34,37,4,20,19,10,12,30,16,0,27,13,15,6289,nonDRNA,NotDNA,NotRNA
11,11,0,2,0,8,14,0,7,13,6,7,1,4,4,3,0,7,12,0,5,0,5,6290,nonDRNA,NotDNA,NotRNA
14,16,7,11,0,9,24,0,11,15,15,7,2,5,11,7,1,13,9,0,5,3,7,6291,nonDRNA,NotDNA,NotRNA
38,4,20,17,0,11,30,0,33,18,26,38,8,9,6,9,2,17,5,0,22,10,13,6292,nonDRNA,NotDNA,NotRNA
20,17,8,11,0,10,19,0,13,22,13,7,1,11,5,2,6,4,12,0,15,6,3,6293,nonDRNA,NotDNA,NotRNA
32,28,16,23,0,23,31,0,13,30,28,20,1,18,17,5,2,16,15,0,16,3,8,6294,nonDRNA,NotDNA,NotRNA
32,15,18,34,0,37,36,0,19,21,33,31,5,25,14,15,6,26,27,0,29,11,23,6295,nonDRNA,NotDNA,NotRNA
32,15,20,35,0,28,36,0,22,18,31,29,4,23,16,18,8,29,23,0,26,10,22,6296,nonDRNA,NotDNA,NotRNA
32,15,20,35,0,26,36,0,22,18,33,30,4,23,16,17,8,31,21,0,26,10,21,6297,nonDRNA,NotDNA,NotRNA
33,15,19,38,0,25,38,0,22,20,29,29,4,23,15,19,9,28,22,0,24,10,21,6298,nonDRNA,NotDNA,NotRNA
34,16,12,27,0,19,29,0,21,20,30,11,4,18,19,7,4,12,12,0,14,4,4,6299,nonDRNA,NotDNA,NotRNA
28,40,10,4,0,24,30,0,16,22,8,10,3,10,10,3,6,13,28,0,17,9,11,6300,nonDRNA,NotDNA,NotRNA
16,21,10,36,0,26,23,0,15,16,46,38,3,19,6,15,4,7,14,0,24,0,14,6301,nonDRNA,NotDNA,NotRNA
88,44,58,43,0,67,60,0,48,47,61,71,11,29,34,27,32,47,36,0,30,14,21,6302,nonDRNA,NotDNA,NotRNA
20,1,11,16,0,10,14,0,17,9,9,14,0,6,5,6,2,6,3,0,7,8,9,6303,nonDRNA,NotDNA,NotRNA
49,35,34,28,0,45,20,0,15,27,40,32,3,25,14,18,4,23,24,0,16,14,21,6304,nonDRNA,NotDNA,NotRNA
23,9,9,11,0,6,16,0,21,5,18,21,3,7,5,3,1,10,5,0,10,6,5,6305,nonDRNA,NotDNA,NotRNA
8,5,11,13,0,2,13,0,11,1,20,16,2,5,3,5,0,7,1,0,4,5,1,6306,nonDRNA,NotDNA,NotRNA
35,19,19,39,0,28,35,0,21,29,33,34,3,20,17,13,9,26,18,0,26,12,13,6307,nonDRNA,NotDNA,NotRNA
26,22,5,13,0,11,25,0,13,14,22,17,4,11,4,7,0,10,9,0,13,3,6,6308,nonDRNA,NotDNA,NotRNA
13,7,3,20,0,12,10,0,8,14,16,14,2,4,5,8,3,10,7,0,8,4,2,6309,nonDRNA,NotDNA,NotRNA
17,14,4,12,0,10,12,0,10,9,17,10,1,7,6,5,4,9,9,0,13,0,15,6310,nonDRNA,NotDNA,NotRNA
17,14,4,12,0,11,12,0,10,9,17,10,1,7,6,5,4,9,8,0,13,0,15,6311,nonDRNA,NotDNA,NotRNA
18,17,4,11,0,9,14,0,9,9,17,8,1,7,6,5,6,9,8,0,12,0,14,6312,nonDRNA,NotDNA,NotRNA
44,19,19,36,0,37,12,0,14,12,29,38,11,14,23,9,2,25,30,0,33,8,18,6313,nonDRNA,NotDNA,NotRNA
44,20,19,36,0,37,12,0,13,12,29,38,11,14,24,9,2,25,30,0,33,7,18,6314,nonDRNA,NotDNA,NotRNA
15,12,14,17,0,15,13,0,11,5,19,26,2,8,5,3,4,8,7,0,10,2,12,6315,nonDRNA,NotDNA,NotRNA
54,18,24,39,0,17,33,0,22,14,27,49,8,17,11,5,0,27,13,0,11,17,15,6316,nonDRNA,NotDNA,NotRNA
53,22,22,30,0,42,43,0,36,18,28,34,9,13,22,8,9,43,17,0,23,4,28,6317,nonDRNA,NotDNA,NotRNA
18,12,4,7,0,8,8,0,2,14,4,7,3,8,4,3,8,7,4,0,12,2,7,6318,nonDRNA,NotDNA,NotRNA
18,16,21,24,0,14,19,0,10,24,18,21,4,12,2,8,3,18,9,0,20,2,5,6319,nonDRNA,NotDNA,NotRNA
25,14,10,24,0,16,18,0,19,15,18,35,3,11,6,8,2,25,6,0,17,5,10,6320,nonDRNA,NotDNA,NotRNA
33,38,25,22,0,23,17,0,7,22,26,21,3,18,21,10,1,24,28,0,16,4,24,6321,nonDRNA,NotDNA,NotRNA
60,37,26,30,0,76,22,0,14,52,34,23,9,37,38,6,12,53,51,0,37,8,18,6322,nonDRNA,NotDNA,NotRNA
35,36,22,41,0,34,22,0,10,16,21,30,11,16,25,13,2,22,26,0,29,5,11,6323,nonDRNA,NotDNA,NotRNA
23,21,11,12,0,15,5,0,7,25,16,9,1,14,8,7,1,7,18,0,13,4,13,6324,nonDRNA,NotDNA,NotRNA
54,34,15,24,0,32,28,0,21,12,29,41,5,16,10,13,3,20,12,0,22,14,13,6325,nonDRNA,NotDNA,NotRNA
55,34,44,50,0,54,52,0,31,33,46,20,12,29,35,16,29,46,28,0,39,25,26,6326,nonDRNA,NotDNA,NotRNA
40,29,22,17,0,34,41,0,17,24,23,19,9,24,32,11,8,21,31,0,36,11,15,6327,nonDRNA,NotDNA,NotRNA
14,10,6,13,0,7,7,0,4,0,8,17,0,2,1,2,2,2,2,0,8,2,3,6328,nonDRNA,NotDNA,NotRNA
34,8,15,17,0,16,13,0,17,2,15,42,1,7,12,1,0,14,13,0,14,3,28,6329,nonDRNA,NotDNA,NotRNA
43,2,33,39,0,14,28,0,38,8,38,50,7,14,9,9,4,28,6,0,22,17,9,6330,nonDRNA,NotDNA,NotRNA
41,18,24,27,0,19,22,0,22,17,20,50,7,20,22,10,4,19,7,0,24,12,12,6331,nonDRNA,NotDNA,NotRNA
14,11,8,19,0,8,9,0,7,10,19,13,1,15,3,5,2,13,10,0,11,5,4,6332,nonDRNA,NotDNA,NotRNA
57,53,25,14,0,34,56,0,30,35,24,38,8,21,6,10,5,27,34,0,18,10,33,6333,nonDRNA,NotDNA,NotRNA
19,8,5,14,0,10,15,0,13,23,15,8,0,4,2,5,3,3,8,0,17,3,1,6334,nonDRNA,NotDNA,NotRNA
58,81,45,61,0,72,60,0,58,30,36,47,12,35,25,6,38,55,28,0,27,48,46,6335,nonDRNA,NotDNA,NotRNA
126,29,151,129,0,91,66,0,104,37,85,144,30,52,36,22,24,53,24,0,55,35,30,6336,nonDRNA,NotDNA,NotRNA
50,36,32,32,0,27,33,0,21,23,38,53,13,14,17,21,17,44,21,0,20,26,13,6337,nonDRNA,NotDNA,NotRNA
41,17,26,30,0,23,37,0,23,22,29,27,3,15,7,8,4,25,15,0,16,7,15,6338,nonDRNA,NotDNA,NotRNA
29,2,21,32,0,11,13,0,19,7,19,36,4,9,5,5,5,13,5,0,17,11,7,6339,nonDRNA,NotDNA,NotRNA
26,4,13,17,0,10,15,0,24,3,22,31,3,5,4,3,0,7,2,0,13,3,3,6340,nonDRNA,NotDNA,NotRNA
21,28,15,40,0,47,11,0,3,17,39,52,4,8,14,9,0,18,20,0,14,8,14,6341,nonDRNA,NotDNA,NotRNA
92,89,42,87,0,74,69,0,43,46,78,89,25,35,36,22,1,65,46,0,84,16,47,6342,nonDRNA,NotDNA,NotRNA
37,14,25,26,0,18,37,0,32,10,38,53,3,14,11,7,1,23,9,0,13,6,8,6343,nonDRNA,NotDNA,NotRNA
9,2,14,18,0,5,10,0,10,9,14,20,1,4,4,8,3,11,4,0,8,2,4,6344,nonDRNA,NotDNA,NotRNA
30,7,14,15,0,19,12,0,14,12,25,30,4,12,16,7,4,13,9,0,22,5,12,6345,nonDRNA,NotDNA,NotRNA
21,19,16,40,0,17,20,0,11,10,15,22,2,7,6,10,7,7,11,0,17,4,9,6346,nonDRNA,NotDNA,NotRNA
91,27,44,76,0,60,36,0,56,36,50,84,11,31,16,15,7,29,23,0,21,6,19,6347,nonDRNA,NotDNA,NotRNA
47,89,25,36,0,75,86,0,50,23,31,51,4,17,9,15,4,27,29,0,50,8,34,6348,nonDRNA,NotDNA,NotRNA
71,37,22,44,0,59,43,0,32,39,42,34,6,19,16,11,12,36,22,0,28,16,30,6349,nonDRNA,NotDNA,NotRNA
170,85,80,108,0,106,80,0,78,80,66,72,10,55,41,16,106,82,106,0,87,35,66,6350,nonDRNA,NotDNA,NotRNA
28,33,17,29,0,20,35,0,34,27,44,15,6,26,12,7,5,11,18,0,27,6,5,6351,nonDRNA,NotDNA,NotRNA
15,23,15,34,0,14,27,0,13,27,23,29,6,11,16,13,8,21,16,0,18,8,11,6352,nonDRNA,NotDNA,NotRNA
23,8,3,12,0,11,16,0,13,13,14,9,0,3,3,5,1,10,7,0,8,1,3,6353,nonDRNA,NotDNA,NotRNA
10,13,7,14,0,11,11,0,6,12,11,6,2,8,7,5,1,5,8,0,7,6,5,6354,nonDRNA,NotDNA,NotRNA
35,38,15,22,0,46,33,0,44,26,22,16,7,17,23,9,13,20,14,0,35,36,13,6355,nonDRNA,NotDNA,NotRNA
22,6,18,24,0,18,21,0,11,22,30,35,8,13,10,5,3,22,5,0,8,6,16,6356,nonDRNA,NotDNA,NotRNA
23,8,13,19,0,14,11,0,10,9,19,23,3,6,6,2,0,24,14,0,11,6,20,6357,nonDRNA,NotDNA,NotRNA
23,8,11,26,0,21,20,0,20,21,24,22,5,7,11,5,9,23,28,0,11,10,6,6358,nonDRNA,NotDNA,NotRNA
29,11,18,32,0,17,27,0,18,27,23,28,1,9,4,11,2,22,12,0,8,4,16,6359,nonDRNA,NotDNA,NotRNA
41,34,14,27,0,20,42,0,24,32,35,21,1,23,20,7,2,19,16,0,24,9,4,6360,nonDRNA,NotDNA,NotRNA
37,25,19,35,0,20,32,0,29,41,36,35,1,15,13,9,2,19,18,0,21,9,2,6361,nonDRNA,NotDNA,NotRNA
52,44,16,34,0,34,54,0,25,42,31,31,0,33,36,12,5,27,38,0,44,14,33,6362,nonDRNA,NotDNA,NotRNA
47,10,20,33,0,14,16,0,20,8,21,45,5,2,4,3,0,10,7,0,14,3,15,6363,nonDRNA,NotDNA,NotRNA
41,7,16,26,0,9,26,0,30,4,23,38,2,6,4,2,0,7,6,0,7,1,5,6364,nonDRNA,NotDNA,NotRNA
27,20,11,19,0,13,24,0,18,17,30,10,1,17,5,6,2,10,8,0,20,5,3,6365,nonDRNA,NotDNA,NotRNA
30,19,10,12,0,13,21,0,15,19,23,16,3,11,11,7,6,25,14,0,14,9,12,6366,nonDRNA,NotDNA,NotRNA
47,24,22,35,0,35,34,0,27,27,28,43,12,25,36,13,7,34,41,0,39,1,16,6367,nonDRNA,NotDNA,NotRNA
43,45,27,45,0,24,48,0,30,17,26,48,17,9,19,21,18,40,29,0,31,20,13,6368,nonDRNA,NotDNA,NotRNA
16,9,7,20,0,2,9,0,8,12,9,21,1,6,2,5,2,8,2,0,11,6,3,6369,nonDRNA,NotDNA,NotRNA
18,8,7,21,0,3,8,0,8,12,9,19,0,5,3,4,2,7,5,0,12,6,5,6370,nonDRNA,NotDNA,NotRNA
28,27,10,22,0,23,29,0,7,29,21,17,2,8,12,14,4,12,11,0,21,3,4,6371,nonDRNA,NotDNA,NotRNA
31,4,9,15,0,10,8,0,15,4,8,15,1,3,3,1,1,5,0,0,11,5,3,6372,nonDRNA,NotDNA,NotRNA
27,21,4,25,0,13,21,0,15,15,23,10,2,14,5,4,5,10,10,0,20,8,3,6373,nonDRNA,NotDNA,NotRNA
21,20,13,12,0,13,32,0,24,18,27,12,1,12,10,10,4,10,11,0,16,7,7,6374,nonDRNA,NotDNA,NotRNA
42,29,14,20,0,24,34,0,12,33,22,40,3,20,16,6,4,20,18,0,20,17,11,6375,nonDRNA,NotDNA,NotRNA
16,18,10,20,0,5,18,0,13,14,19,19,0,5,7,6,1,11,4,0,17,3,8,6376,nonDRNA,NotDNA,NotRNA
60,16,32,66,0,48,43,0,48,26,52,47,7,23,15,12,2,26,11,0,31,10,7,6377,nonDRNA,NotDNA,NotRNA
15,8,9,37,0,30,5,0,18,13,23,38,3,7,10,3,4,40,17,0,12,2,5,6378,nonDRNA,NotDNA,NotRNA
48,3,20,35,0,14,23,0,39,12,34,54,7,7,8,2,8,16,6,0,26,6,12,6379,nonDRNA,NotDNA,NotRNA
22,7,10,24,0,7,20,0,12,13,17,26,8,3,4,9,3,16,7,0,9,5,9,6380,nonDRNA,NotDNA,NotRNA
29,23,9,24,0,13,24,0,14,28,18,13,4,6,9,6,0,8,11,0,15,2,1,6381,nonDRNA,NotDNA,NotRNA
18,22,14,23,0,6,14,0,11,24,17,20,2,13,8,6,0,23,10,0,21,8,4,6382,nonDRNA,NotDNA,NotRNA
21,0,17,16,0,13,14,0,19,17,22,24,5,7,9,4,3,8,10,0,17,10,7,6383,nonDRNA,NotDNA,NotRNA
26,17,21,26,0,21,13,0,10,16,30,32,4,15,7,4,4,22,7,0,23,6,6,6384,nonDRNA,NotDNA,NotRNA
31,5,13,25,0,11,17,0,20,11,20,31,4,5,4,6,3,12,6,0,18,9,4,6385,nonDRNA,NotDNA,NotRNA
19,12,8,13,0,17,15,0,5,12,12,17,0,11,7,10,3,13,10,0,13,5,9,6386,nonDRNA,NotDNA,NotRNA
30,25,15,18,0,17,33,0,20,21,25,20,6,11,13,11,6,14,11,0,18,8,6,6387,nonDRNA,NotDNA,NotRNA
