,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,TYPE
6108,11,0,6,14,21,9,3,7,5,0,12,38,5,13,0,18,18,13,12,16,0,12,5,0,7,0,nonDRNA
6109,55,0,4,17,12,15,38,10,4,0,8,51,6,20,0,24,25,27,34,15,0,22,6,0,25,0,nonDRNA
6110,42,0,8,54,46,26,42,17,46,0,43,67,13,41,0,50,24,23,40,56,0,57,3,0,14,0,nonDRNA
6111,30,0,5,17,16,9,24,9,15,0,7,28,4,11,0,21,7,11,15,15,0,30,3,0,6,0,nonDRNA
6112,31,0,5,12,10,9,26,4,4,0,7,19,5,17,0,12,12,7,16,18,0,14,4,0,12,0,nonDRNA
6113,40,0,2,27,17,11,25,5,20,0,31,34,6,17,0,21,12,7,22,14,0,28,6,0,20,0,nonDRNA
6114,30,0,1,20,19,3,13,4,13,0,5,24,5,4,0,14,8,21,11,18,0,23,8,0,7,0,nonDRNA
6115,13,0,1,6,5,4,10,4,6,0,13,10,3,3,0,6,4,6,6,8,0,8,1,0,6,0,nonDRNA
6116,50,0,6,40,24,21,69,17,22,0,38,48,22,31,0,30,18,19,22,38,0,40,19,0,27,0,nonDRNA
6117,110,0,26,121,148,109,129,75,110,0,158,222,61,125,0,128,110,104,219,155,0,125,37,0,79,0,nonDRNA
6118,5,0,5,6,7,2,7,3,10,0,17,13,2,6,0,6,8,10,4,8,0,6,0,0,3,0,nonDRNA
6119,8,0,0,20,24,8,24,4,28,0,28,36,4,8,0,12,24,16,12,28,0,17,0,0,4,0,nonDRNA
6120,18,0,0,45,54,18,54,9,63,0,63,81,9,18,0,27,54,36,27,63,0,37,0,0,9,0,nonDRNA
6121,5,0,5,7,6,2,7,2,9,0,17,14,1,5,0,6,7,10,8,9,0,5,0,0,3,0,nonDRNA
6122,5,0,0,30,25,10,30,5,35,0,35,45,5,11,0,10,30,20,25,35,0,20,0,0,5,0,nonDRNA
6123,34,0,3,35,57,17,52,4,53,0,24,39,24,17,0,24,30,31,44,34,0,47,8,0,16,0,nonDRNA
6124,39,0,1,8,30,9,28,4,14,0,14,24,10,12,0,14,5,21,12,12,0,30,7,0,14,0,nonDRNA
6125,7,0,0,9,6,3,1,10,8,0,7,9,3,5,0,0,7,4,5,2,0,7,0,0,2,0,nonDRNA
6126,36,0,5,32,23,19,31,10,19,0,32,24,7,17,0,36,10,18,28,29,0,21,12,0,24,0,nonDRNA
6127,46,0,16,25,30,10,42,9,36,0,27,39,6,18,0,30,16,31,33,19,0,40,0,0,7,0,nonDRNA
6128,19,0,1,7,14,5,15,4,15,0,7,15,2,4,0,4,2,11,7,7,0,11,2,0,2,0,nonDRNA
6129,18,0,5,16,16,14,14,2,16,0,25,32,5,11,0,13,8,9,19,10,0,14,0,0,13,0,nonDRNA
6130,44,0,6,14,20,14,37,3,14,0,19,24,15,7,0,12,4,12,10,8,0,21,1,0,2,0,nonDRNA
6131,23,0,7,20,28,15,33,12,16,0,29,21,9,21,0,11,11,12,29,19,0,24,7,0,13,0,nonDRNA
6132,85,0,3,40,57,30,49,17,38,0,13,72,19,15,0,27,40,54,40,28,0,45,4,0,13,0,nonDRNA
6133,55,0,5,30,53,14,44,7,39,0,35,64,8,11,0,33,22,45,18,29,0,38,0,0,14,0,nonDRNA
6134,36,0,2,44,32,20,29,15,39,0,37,45,20,38,0,21,26,15,28,23,0,23,18,0,25,0,nonDRNA
6135,12,0,2,5,11,8,7,7,13,0,12,17,5,7,0,6,4,5,14,5,0,11,0,0,6,0,nonDRNA
6136,25,0,5,25,33,10,26,6,40,0,34,32,12,21,0,10,10,15,14,20,0,30,1,0,16,0,nonDRNA
6137,49,0,2,14,29,19,23,8,17,0,20,46,9,22,0,26,18,14,26,13,0,25,3,0,8,0,nonDRNA
6138,15,0,0,19,15,7,9,2,19,0,17,16,10,11,0,7,11,9,14,8,0,13,2,0,8,0,nonDRNA
6139,29,0,7,24,60,19,30,18,35,0,25,37,15,8,0,23,11,40,17,30,0,33,8,0,13,0,nonDRNA
6140,15,0,3,19,22,12,17,1,7,0,20,30,9,11,0,7,6,14,10,8,0,17,2,0,7,0,nonDRNA
6141,22,0,4,26,32,19,26,14,34,0,38,47,10,23,0,18,21,12,21,23,0,31,2,0,18,0,nonDRNA
6142,19,0,0,6,10,9,6,9,8,0,6,15,9,6,0,7,8,8,9,8,0,13,1,0,2,0,nonDRNA
6143,16,0,0,14,17,12,10,2,15,0,10,20,2,10,0,4,13,9,15,12,0,13,2,0,10,0,nonDRNA
6144,17,0,2,9,9,4,12,4,6,0,14,12,6,5,0,5,3,8,3,11,0,8,6,0,6,0,nonDRNA
6145,16,0,3,11,12,5,11,5,6,0,12,15,3,3,0,6,11,8,10,2,0,10,1,0,5,0,nonDRNA
6146,16,0,8,21,17,15,16,7,11,0,23,40,4,13,0,19,9,16,14,12,0,18,3,0,10,0,nonDRNA
6147,18,0,2,14,17,19,24,4,15,0,21,27,9,25,0,33,30,9,36,11,0,18,2,0,11,0,nonDRNA
6148,28,0,0,20,21,15,23,9,15,0,21,28,7,8,0,18,12,11,18,17,0,22,4,0,21,0,nonDRNA
6149,26,0,2,18,19,25,22,10,15,0,24,52,14,20,0,14,23,21,38,20,0,31,2,0,10,0,nonDRNA
6150,56,0,3,28,17,31,45,3,26,0,33,42,4,43,0,24,12,14,77,61,0,39,12,0,34,0,nonDRNA
6151,57,0,3,28,17,31,45,3,25,0,32,42,4,44,0,24,12,14,77,61,0,39,12,0,34,0,nonDRNA
6152,30,0,4,16,21,10,16,13,8,0,5,41,3,5,0,14,12,21,13,15,0,13,2,0,3,0,nonDRNA
6153,17,0,4,11,16,7,17,8,9,0,9,27,4,11,0,6,7,11,3,10,0,13,1,0,5,0,nonDRNA
6154,58,0,13,33,34,24,40,21,28,0,22,51,20,33,0,18,38,22,32,26,0,22,14,0,29,0,nonDRNA
6155,58,0,4,28,31,14,48,7,40,0,24,46,10,16,0,18,28,29,32,23,0,40,1,0,16,0,nonDRNA
6156,53,0,8,21,24,23,44,5,25,0,22,20,13,21,0,22,13,26,25,27,0,27,4,0,18,0,nonDRNA
6157,33,0,13,30,19,16,33,8,22,0,17,48,16,21,0,21,23,22,24,14,0,17,17,0,15,0,nonDRNA
6158,18,0,1,8,10,6,12,5,5,0,2,18,3,1,0,5,6,16,6,3,0,9,3,0,4,0,nonDRNA
6159,22,0,4,25,20,26,39,12,21,0,18,36,4,38,0,18,26,14,26,20,0,31,20,0,18,0,nonDRNA
6160,36,0,2,27,56,33,22,14,37,0,38,53,14,23,0,21,34,26,29,24,0,27,7,0,16,0,nonDRNA
6161,31,0,10,18,14,23,29,27,15,0,29,38,16,38,0,39,32,22,68,31,0,16,3,0,4,0,nonDRNA
6162,103,0,7,45,86,37,55,10,76,0,53,94,15,47,0,22,105,50,71,81,0,97,21,0,27,0,nonDRNA
6163,80,0,7,30,26,13,45,12,22,0,8,36,12,10,0,32,17,38,14,25,0,37,9,0,7,0,nonDRNA
6164,49,0,1,13,23,8,27,6,24,0,9,26,3,17,0,14,14,15,15,17,0,25,2,0,1,0,nonDRNA
6165,22,0,3,15,13,12,24,9,15,0,11,29,8,11,0,15,13,9,13,21,0,19,7,0,5,0,nonDRNA
6166,30,0,7,22,29,12,29,8,32,0,27,25,10,20,0,15,6,13,20,13,0,19,1,0,11,0,nonDRNA
6167,39,0,11,19,29,25,45,11,31,0,34,48,14,22,0,31,17,30,44,29,0,36,6,0,12,0,nonDRNA
6168,70,0,0,38,45,21,71,10,44,0,53,70,20,46,0,28,39,33,82,58,0,47,8,0,38,0,nonDRNA
6169,31,0,4,13,17,8,22,9,17,0,13,34,10,9,0,13,20,19,22,19,0,25,1,0,9,0,nonDRNA
6170,29,0,5,13,21,6,26,6,13,0,13,19,8,10,0,9,8,11,14,14,0,23,2,0,9,0,nonDRNA
6171,16,0,4,18,21,15,16,7,13,0,18,26,9,8,0,9,14,11,16,14,0,11,3,0,7,0,nonDRNA
6172,27,0,13,25,44,28,28,10,17,0,35,47,10,17,0,23,19,28,36,27,0,31,4,0,21,0,nonDRNA
6173,45,0,27,30,37,20,49,20,26,0,16,48,21,26,0,27,34,40,40,31,0,53,7,0,27,0,nonDRNA
6174,15,0,7,6,10,10,21,7,12,0,21,25,5,7,0,17,15,13,14,16,0,16,3,0,6,0,nonDRNA
6175,64,0,4,13,21,6,33,9,15,0,6,41,11,5,0,22,7,20,17,22,0,25,2,0,8,0,nonDRNA
6176,30,0,6,20,14,15,30,9,13,0,8,46,7,10,0,20,19,28,25,22,0,28,6,0,11,0,nonDRNA
6177,14,0,5,8,8,18,13,3,13,0,3,23,17,13,0,15,13,13,9,10,0,6,6,0,10,0,nonDRNA
6178,28,0,9,21,17,14,39,6,23,0,23,41,10,11,0,26,17,12,37,21,0,34,4,0,19,0,nonDRNA
6179,46,0,12,24,39,24,27,9,19,0,53,46,8,19,0,38,20,37,41,21,0,22,6,0,11,0,nonDRNA
6180,10,0,6,7,7,12,7,4,8,0,22,26,7,3,0,11,7,9,23,17,0,16,5,0,6,0,nonDRNA
6181,19,0,2,17,6,10,17,4,11,0,13,16,7,3,0,3,10,6,11,8,0,14,0,0,3,0,nonDRNA
6182,51,0,0,12,17,10,38,11,16,0,18,35,12,12,0,22,19,14,30,17,0,25,5,0,18,0,nonDRNA
6183,51,0,0,12,16,10,37,11,15,0,19,35,12,12,0,22,19,13,32,16,0,27,5,0,18,0,nonDRNA
6184,51,0,1,12,18,13,37,9,13,0,17,38,12,12,0,21,19,13,26,22,0,24,3,0,21,0,nonDRNA
6185,226,0,0,160,84,42,239,34,69,0,43,147,22,68,0,37,72,96,98,79,0,134,15,0,41,0,nonDRNA
6186,58,0,9,15,29,9,52,15,27,0,17,51,9,8,0,20,23,22,23,19,0,44,4,0,5,0,nonDRNA
6187,63,0,0,21,23,14,32,4,25,0,31,29,10,9,0,20,11,13,18,23,0,24,2,0,11,0,nonDRNA
6188,34,0,10,19,19,10,35,11,10,0,17,48,15,11,0,21,17,28,24,22,0,40,3,0,9,0,nonDRNA
6189,31,0,2,23,33,34,39,8,24,0,31,19,11,17,0,16,11,20,21,22,0,35,8,0,8,0,nonDRNA
6190,29,0,13,33,31,28,35,13,24,0,49,52,15,19,0,36,16,28,49,17,0,29,15,0,25,0,nonDRNA
6191,48,0,2,26,34,14,33,16,25,0,14,59,11,13,0,25,25,39,20,26,0,27,7,0,5,0,nonDRNA
6192,76,0,0,21,12,5,30,1,9,0,8,46,9,8,0,31,19,30,19,14,0,37,3,0,9,0,nonDRNA
6193,3,0,6,3,4,1,3,0,3,0,4,12,1,2,0,3,3,10,4,3,0,2,1,0,4,0,nonDRNA
6194,31,0,1,28,31,12,29,13,29,0,17,37,11,12,0,18,14,34,35,24,0,46,3,0,10,0,nonDRNA
6195,53,0,1,28,20,11,31,10,7,0,4,35,12,3,0,16,6,33,15,17,0,34,3,0,6,0,nonDRNA
6196,66,0,8,32,61,29,67,24,33,0,47,73,14,18,0,61,22,53,21,33,0,50,19,0,34,0,nonDRNA
6197,58,0,13,55,67,42,61,24,44,0,43,72,28,41,0,56,31,49,61,29,0,49,10,0,30,0,nonDRNA
6198,42,0,3,16,10,12,31,5,11,0,19,30,8,13,0,20,14,11,21,19,0,35,1,0,9,0,nonDRNA
6199,33,0,4,11,25,24,30,7,14,0,13,34,6,9,0,27,13,17,14,10,0,30,9,0,7,0,nonDRNA
6200,75,0,8,46,40,37,51,14,24,0,17,79,9,21,0,30,25,48,29,20,0,36,5,0,21,0,nonDRNA
6201,28,0,2,16,25,13,30,8,14,0,12,33,7,5,0,16,9,22,15,15,0,23,10,0,6,0,nonDRNA
6202,14,0,5,19,19,16,15,6,15,0,17,25,9,10,0,9,15,14,15,14,0,10,3,0,6,0,nonDRNA
6203,51,0,1,16,23,6,27,1,16,0,22,37,4,16,0,20,33,20,20,23,0,37,1,0,9,0,nonDRNA
6204,13,0,4,7,7,4,9,4,3,0,2,11,2,0,0,5,5,10,3,9,0,9,4,0,2,0,nonDRNA
6205,20,0,2,19,17,7,14,7,13,0,21,21,7,18,0,14,9,10,20,17,0,9,8,0,6,0,nonDRNA
6206,23,0,1,14,9,7,18,7,11,0,5,19,3,5,0,12,8,15,14,13,0,16,4,0,7,0,nonDRNA
6207,10,0,8,9,11,5,13,3,12,0,11,28,4,3,0,19,4,4,20,10,0,12,3,0,4,0,nonDRNA
6208,20,0,9,14,7,5,14,1,21,0,12,17,3,19,0,14,9,1,16,23,0,19,0,0,4,0,nonDRNA
6209,6,0,0,13,10,5,8,7,10,0,4,17,8,2,0,11,8,10,20,9,0,6,4,0,5,0,nonDRNA
6210,37,0,4,20,16,18,27,8,8,0,21,35,5,13,0,27,22,12,25,16,0,22,3,0,7,0,nonDRNA
6211,60,0,11,39,50,22,54,21,36,0,32,90,6,25,0,53,48,38,39,60,0,53,15,0,23,0,nonDRNA
6212,36,0,11,34,65,28,42,26,49,0,55,77,22,30,0,24,28,35,42,45,0,45,7,0,28,0,nonDRNA
6213,40,0,11,34,65,26,43,27,36,0,54,80,22,29,0,22,29,37,44,41,0,53,7,0,29,0,nonDRNA
6214,48,0,10,22,31,16,58,14,38,0,38,36,11,21,0,17,15,17,28,30,0,45,3,0,11,0,nonDRNA
6215,19,0,4,10,11,6,9,5,7,0,6,16,4,7,0,10,8,12,10,14,0,13,6,0,5,0,nonDRNA
6216,61,0,10,35,44,20,66,21,23,0,27,48,21,23,0,22,22,38,20,36,0,41,7,0,17,0,nonDRNA
6217,24,0,2,43,57,38,45,11,57,0,54,57,14,22,0,35,18,33,44,28,0,55,11,0,45,0,nonDRNA
6218,62,0,1,76,75,36,63,16,58,0,103,80,25,58,0,28,54,34,95,74,0,62,17,0,49,0,nonDRNA
6219,56,0,7,15,15,6,38,8,18,0,8,36,17,13,0,22,11,17,15,14,0,35,1,0,4,0,nonDRNA
6220,90,0,13,33,42,23,62,24,39,0,46,48,23,32,0,43,19,27,37,35,0,49,10,0,23,0,nonDRNA
6221,11,0,2,16,25,9,16,6,19,0,11,26,7,12,0,10,5,20,11,15,0,10,1,0,6,0,nonDRNA
6222,59,0,11,41,24,19,29,11,19,0,14,64,12,14,0,31,22,39,33,28,0,34,0,0,16,0,nonDRNA
6223,43,0,14,19,17,13,30,9,24,0,21,23,10,11,0,21,12,19,23,21,0,18,6,0,13,0,nonDRNA
6224,50,0,2,50,43,50,98,3,51,0,48,66,30,87,0,41,34,37,93,67,0,63,15,0,56,0,nonDRNA
6225,14,0,4,14,14,12,13,6,15,0,6,39,4,8,0,12,22,20,15,10,0,13,4,0,2,0,nonDRNA
6226,19,0,2,12,20,13,25,2,31,0,21,28,5,19,0,22,17,13,20,12,0,26,2,0,11,0,nonDRNA
6227,46,0,3,21,18,16,33,8,23,0,9,36,8,5,0,20,10,34,28,29,0,28,4,0,5,0,nonDRNA
6228,27,0,18,15,39,18,22,4,4,0,16,56,9,15,0,29,13,26,37,20,0,28,4,0,11,0,nonDRNA
6229,17,0,2,11,15,7,11,7,11,0,1,18,5,3,0,10,14,15,11,8,0,13,8,0,3,0,nonDRNA
6230,40,0,5,34,26,10,30,14,15,0,5,42,10,10,0,23,4,34,18,27,0,39,6,0,4,0,nonDRNA
6231,7,0,2,8,6,4,6,1,5,0,6,4,1,2,0,3,8,4,2,4,0,7,1,0,4,0,nonDRNA
6232,22,0,11,44,70,28,35,17,61,0,59,87,25,42,0,24,19,36,54,36,0,33,10,0,31,0,nonDRNA
6233,17,0,0,23,29,17,18,5,19,0,21,35,6,23,0,7,10,6,19,22,0,16,7,0,19,0,nonDRNA
6234,41,0,10,20,15,5,29,7,21,0,9,22,7,8,0,12,6,20,4,8,0,21,6,0,3,0,nonDRNA
6235,15,0,5,7,12,4,11,2,5,0,4,21,6,7,0,10,5,5,13,10,0,15,2,0,2,0,nonDRNA
6236,13,0,5,22,15,14,14,6,25,0,26,23,11,15,0,8,14,10,15,13,0,25,1,0,7,0,nonDRNA
6237,35,0,3,36,23,18,46,16,29,0,20,34,11,20,0,20,13,17,19,18,0,25,16,0,15,0,nonDRNA
6238,67,0,1,73,81,45,69,12,74,0,85,69,20,54,0,46,36,34,68,68,0,87,26,0,44,0,nonDRNA
6239,11,0,6,4,4,5,1,0,3,0,3,8,2,2,0,4,7,3,12,7,0,6,1,0,3,0,nonDRNA
6240,36,0,4,9,10,6,19,2,15,0,7,16,3,3,0,12,13,7,8,10,0,17,3,0,5,0,nonDRNA
6241,66,0,4,41,41,31,65,14,29,0,17,83,5,24,0,50,30,44,63,40,0,55,10,0,28,0,nonDRNA
6242,19,0,2,3,11,13,20,6,14,0,14,34,11,7,0,5,8,7,16,12,0,35,13,0,13,0,nonDRNA
6243,34,0,2,18,20,9,24,11,14,0,13,40,6,13,0,17,18,21,22,22,0,21,3,0,18,0,nonDRNA
6244,50,0,32,65,95,44,57,34,66,0,104,112,34,59,0,52,41,57,73,54,0,65,15,0,45,0,nonDRNA
6245,27,0,7,22,16,11,16,9,18,0,22,26,8,15,0,20,11,13,13,16,0,23,9,0,11,0,nonDRNA
6246,45,0,4,11,19,7,40,3,14,0,14,29,5,9,0,19,5,22,14,17,0,39,3,0,12,0,nonDRNA
6247,21,0,4,13,21,9,18,7,16,0,17,33,3,9,0,17,17,16,16,7,0,25,1,0,4,0,nonDRNA
6248,16,0,6,16,30,19,20,13,14,0,19,54,11,10,0,26,17,18,30,24,0,17,7,0,19,0,nonDRNA
6249,4,0,4,2,5,0,3,1,8,0,8,5,1,3,0,3,0,1,4,2,0,2,1,0,2,0,nonDRNA
6250,29,0,17,21,41,17,23,16,20,0,35,41,14,15,0,19,15,21,27,13,0,25,4,0,20,0,nonDRNA
6251,49,0,8,26,26,18,36,16,20,0,6,51,3,21,0,21,12,33,28,17,0,26,3,0,9,0,nonDRNA
6252,51,0,0,13,19,5,24,3,23,0,23,29,4,10,0,13,17,5,19,21,0,34,0,0,8,0,nonDRNA
6253,20,0,3,23,17,10,15,7,30,0,16,30,4,8,0,12,12,19,30,10,0,20,3,0,3,0,nonDRNA
6254,19,0,0,14,15,9,23,5,12,0,11,29,6,21,0,13,10,14,21,19,0,16,9,0,23,0,nonDRNA
6255,120,0,5,89,65,36,110,27,53,0,96,98,24,83,0,64,44,35,101,104,0,89,34,0,75,0,nonDRNA
6256,37,0,5,14,21,9,38,9,18,0,6,37,6,8,0,26,6,25,16,12,0,37,6,0,7,0,nonDRNA
6257,17,0,2,5,9,4,11,4,5,0,3,16,4,1,0,9,9,10,2,8,0,11,1,0,1,0,nonDRNA
6258,31,0,21,6,19,10,23,8,4,0,2,35,2,6,0,29,14,31,17,19,0,16,3,0,4,0,nonDRNA
6259,43,0,10,25,12,10,48,7,26,0,10,32,9,22,0,15,5,9,47,48,0,32,9,0,21,0,nonDRNA
6260,16,0,2,19,18,10,21,5,23,0,20,30,9,15,0,13,14,15,24,16,0,26,3,0,10,0,nonDRNA
6261,53,0,40,22,32,16,49,27,9,0,19,61,5,13,0,56,37,40,38,35,0,31,13,0,19,0,nonDRNA
6262,39,0,13,37,36,19,43,10,22,0,36,36,11,26,0,40,15,22,33,41,0,34,16,0,25,0,nonDRNA
6263,16,0,6,3,6,1,7,1,6,0,8,10,5,5,0,14,6,8,14,7,0,9,0,0,2,0,nonDRNA
6264,17,0,2,13,16,10,19,18,14,0,10,31,7,19,0,14,18,15,20,21,0,20,5,0,19,0,nonDRNA
6265,7,0,14,10,6,4,12,1,5,0,17,9,4,3,0,5,1,6,7,7,0,8,3,0,9,0,nonDRNA
6266,8,0,14,6,7,6,13,2,6,0,10,9,3,3,0,5,2,10,6,7,0,6,4,0,11,0,nonDRNA
6267,9,0,14,11,10,4,14,1,6,0,4,7,4,2,0,5,7,5,9,7,0,7,2,0,10,0,nonDRNA
6268,70,0,60,63,91,35,122,46,45,0,51,134,34,58,0,93,51,81,99,69,0,84,15,0,41,0,nonDRNA
6269,43,0,38,47,36,23,51,16,12,0,30,27,12,15,0,26,21,27,50,39,0,44,4,0,19,0,nonDRNA
6270,21,0,0,15,37,19,19,6,20,0,22,35,10,17,0,6,13,8,16,16,0,23,5,0,14,0,nonDRNA
6271,35,0,5,13,23,10,38,9,18,0,8,43,4,12,0,25,12,25,15,5,0,37,1,0,9,0,nonDRNA
6272,16,0,4,19,11,10,13,3,6,0,24,16,2,12,0,4,6,4,16,15,0,19,2,0,15,0,nonDRNA
6273,24,0,9,9,19,7,12,3,10,0,8,19,7,7,0,13,5,18,9,14,0,5,2,0,10,0,nonDRNA
6274,19,0,7,22,14,20,33,6,22,0,15,33,9,15,0,16,26,9,36,24,0,29,4,0,22,0,nonDRNA
6275,40,0,18,56,63,45,57,14,73,0,66,86,16,46,0,19,36,42,46,42,0,46,5,0,30,0,nonDRNA
6276,11,0,0,6,10,7,12,2,3,0,14,16,6,4,0,7,5,16,11,6,0,6,1,0,5,0,nonDRNA
6277,28,0,5,25,17,19,19,7,18,0,15,31,9,13,0,12,8,21,15,18,0,22,2,0,7,0,nonDRNA
6278,25,0,2,14,25,15,26,4,22,0,26,33,8,14,0,7,7,8,12,15,0,16,1,0,13,0,nonDRNA
6279,4,0,0,2,1,6,2,0,3,0,1,7,1,1,0,3,0,2,2,2,0,3,1,0,1,0,nonDRNA
6280,14,0,0,17,29,14,26,6,23,0,25,20,10,4,0,12,6,10,11,8,0,25,2,0,18,0,nonDRNA
6281,236,0,2,264,81,98,236,52,118,0,177,199,52,226,0,89,176,64,154,246,0,168,42,0,155,0,nonDRNA
6282,22,0,1,7,8,6,16,4,0,0,2,16,3,4,0,6,0,12,5,7,0,14,0,0,3,0,nonDRNA
6283,93,0,1,25,64,18,56,18,14,0,19,111,6,10,0,56,10,59,14,16,0,51,11,0,14,0,nonDRNA
6284,33,0,23,31,40,17,41,17,28,0,56,51,10,20,0,28,25,34,47,35,0,26,11,0,20,0,nonDRNA
6285,11,0,0,11,27,11,22,6,27,0,21,27,9,14,0,11,4,8,9,11,0,18,1,0,9,0,nonDRNA
6286,12,0,2,10,10,8,14,6,8,0,2,13,6,8,0,6,2,8,7,11,0,8,5,0,4,0,nonDRNA
6287,36,0,12,27,37,20,37,13,27,0,19,32,10,16,0,20,16,21,21,30,0,34,4,0,19,0,nonDRNA
6288,36,0,12,27,37,20,36,13,27,0,19,32,10,16,0,20,16,21,22,30,0,34,4,0,19,0,nonDRNA
6289,37,0,12,27,38,20,37,13,26,0,19,31,10,16,0,20,15,21,22,30,0,34,4,0,19,0,nonDRNA
6290,7,0,0,5,14,4,2,0,13,0,11,11,3,12,0,0,5,7,8,7,0,6,1,0,4,0,nonDRNA
6291,7,0,1,5,24,5,11,3,15,0,16,14,7,9,0,7,7,11,9,13,0,15,2,0,11,0,nonDRNA
6292,38,0,2,22,30,9,17,10,18,0,4,38,9,5,0,20,13,33,11,17,0,26,8,0,6,0,nonDRNA
6293,7,0,6,15,19,11,11,6,22,0,17,20,2,12,0,8,3,13,10,4,0,13,1,0,5,0,nonDRNA
6294,20,0,2,16,31,18,23,3,30,0,28,32,5,15,0,16,8,13,23,16,0,28,1,0,17,0,nonDRNA
6295,31,0,6,29,36,25,34,11,21,0,15,32,15,27,0,18,23,19,37,26,0,33,5,0,14,0,nonDRNA
6296,29,0,8,26,36,23,35,10,18,0,15,32,18,23,0,20,22,22,28,29,0,31,4,0,16,0,nonDRNA
6297,30,0,8,26,36,23,35,10,18,0,15,32,17,21,0,20,21,22,26,31,0,33,4,0,16,0,nonDRNA
6298,29,0,9,24,38,23,38,10,20,0,15,33,19,22,0,19,21,22,25,28,0,29,4,0,15,0,nonDRNA
6299,11,0,4,14,29,18,27,4,20,0,16,34,7,12,0,12,4,21,19,12,0,30,4,0,19,0,nonDRNA
6300,10,0,6,17,30,10,4,9,22,0,40,28,3,28,0,10,11,16,24,13,0,8,3,0,10,0,nonDRNA
6301,38,0,4,24,23,19,36,0,16,0,21,16,15,14,0,10,14,15,26,7,0,46,3,0,6,0,nonDRNA
6302,71,0,32,30,60,29,43,14,47,0,44,88,27,36,0,58,21,48,67,47,0,61,11,0,34,0,nonDRNA
6303,14,0,2,7,14,6,16,8,9,0,1,20,6,3,0,11,9,17,10,6,0,9,0,0,5,0,nonDRNA
6304,32,0,4,16,20,25,28,14,27,0,35,49,18,24,0,34,21,15,45,23,0,40,3,0,14,0,nonDRNA
6305,21,0,1,10,16,7,11,6,5,0,9,23,3,5,0,9,5,21,6,10,0,18,3,0,5,0,nonDRNA
6306,16,0,0,4,13,5,13,5,1,0,5,8,5,1,0,11,1,11,2,7,0,20,2,0,3,0,nonDRNA
6307,34,0,9,26,35,20,39,12,29,0,19,35,13,18,0,19,13,21,28,26,0,33,3,0,17,0,nonDRNA
6308,17,0,0,13,25,11,13,3,14,0,22,26,7,9,0,5,6,13,11,10,0,22,4,0,4,0,nonDRNA
6309,14,0,3,8,10,4,20,4,14,0,7,13,8,7,0,3,2,8,12,10,0,16,2,0,5,0,nonDRNA
6310,10,0,4,13,12,7,12,0,9,0,14,17,5,9,0,4,15,10,10,9,0,17,1,0,6,0,nonDRNA
6311,10,0,4,13,12,7,12,0,9,0,14,17,5,8,0,4,15,10,11,9,0,17,1,0,6,0,nonDRNA
6312,8,0,6,12,14,7,11,0,9,0,17,18,5,8,0,4,14,9,9,9,0,17,1,0,6,0,nonDRNA
6313,38,0,2,33,12,14,36,8,12,0,19,44,9,30,0,19,18,14,37,25,0,29,11,0,23,0,nonDRNA
6314,38,0,2,33,12,14,36,7,12,0,20,44,9,30,0,19,18,13,37,25,0,29,11,0,24,0,nonDRNA
6315,26,0,4,10,13,8,17,2,5,0,12,15,3,7,0,14,12,11,15,8,0,19,2,0,5,0,nonDRNA
6316,49,0,0,11,33,17,39,17,14,0,18,54,5,13,0,24,15,22,17,27,0,27,8,0,11,0,nonDRNA
6317,34,0,9,23,43,13,30,4,18,0,22,53,8,17,0,22,28,36,42,43,0,28,9,0,22,0,nonDRNA
6318,7,0,8,12,8,8,7,2,14,0,12,18,3,4,0,4,7,2,8,7,0,4,3,0,4,0,nonDRNA
6319,21,0,3,20,19,12,24,2,24,0,16,18,8,9,0,21,5,10,14,18,0,18,4,0,2,0,nonDRNA
6320,35,0,2,17,18,11,24,5,15,0,14,25,8,6,0,10,10,19,16,25,0,18,3,0,6,0,nonDRNA
6321,21,0,1,16,17,18,22,4,22,0,38,33,10,28,0,25,24,7,23,24,0,26,3,0,21,0,nonDRNA
6322,23,0,12,37,22,37,30,8,52,0,37,60,6,51,0,26,18,14,76,53,0,34,9,0,38,0,nonDRNA
6323,30,0,2,29,22,16,41,5,16,0,36,35,13,26,0,22,11,10,34,22,0,21,11,0,25,0,nonDRNA
6324,9,0,1,13,5,14,12,4,25,0,21,23,7,18,0,11,13,7,15,7,0,16,1,0,8,0,nonDRNA
6325,41,0,3,22,28,16,24,14,12,0,34,54,13,12,0,15,13,21,32,20,0,29,5,0,10,0,nonDRNA
6326,20,0,29,39,52,29,50,25,33,0,34,55,16,28,0,44,26,31,54,46,0,46,12,0,35,0,nonDRNA
6327,19,0,8,36,41,24,17,11,24,0,29,40,11,31,0,22,15,17,34,21,0,23,9,0,32,0,nonDRNA
6328,17,0,2,8,7,2,13,2,0,0,10,14,2,2,0,6,3,4,7,2,0,8,0,0,1,0,nonDRNA
6329,42,0,0,14,13,7,17,3,2,0,8,34,1,13,0,15,28,17,16,14,0,15,1,0,12,0,nonDRNA
6330,50,0,4,22,28,14,39,17,8,0,2,43,9,6,0,33,9,38,14,28,0,38,7,0,9,0,nonDRNA
6331,50,0,4,24,22,20,27,12,17,0,18,41,10,7,0,24,12,22,19,19,0,20,7,0,22,0,nonDRNA
